seed: 1450159117

iter	duration	log_likelihood	delta-lle
0	2.345689	-4.4657541490555502e+07
1	6.698552	-3.9356121611551315e+07	5.3014198790041879e+06
2	7.066970	-3.5861386875875078e+07	3.4947347356762365e+06
3	6.899873	-3.4496105656635471e+07	1.3652812192396075e+06
4	6.881445	-3.3838356049402907e+07	6.5774960723256320e+05
5	6.831636	-3.3251633002849702e+07	5.8672304655320570e+05
6	6.933863	-3.2694980379755765e+07	5.5665262309393659e+05
7	6.835843	-3.2148527647541314e+07	5.4645273221445084e+05
8	6.826417	-3.1586885531520661e+07	5.6164211602065340e+05
9	6.767555	-3.1034697110214598e+07	5.5218842130606249e+05
10	6.816511	-3.0494778637291938e+07	5.3991847292266041e+05
11	6.791715	-2.9984937819657709e+07	5.0984081763422862e+05
12	6.824030	-2.9519552146980826e+07	4.6538567267688364e+05
13	6.836177	-2.9119715421481367e+07	3.9983672549945861e+05
14	6.826413	-2.8806914948591989e+07	3.1280047288937867e+05
15	6.791992	-2.8589854275154315e+07	2.1706067343767360e+05
16	6.891040	-2.8467331832280513e+07	1.2252244287380204e+05
17	6.848900	-2.8420727949908480e+07	4.6603882372032851e+04
18	6.840361	-2.8409158019916933e+07	1.1569929991547018e+04
19	6.813621	-2.8405947400613938e+07	3.2106193029955029e+03
20	6.791375	-2.8404411461488612e+07	1.5359391253255308e+03
21	6.780072	-2.8403606454446420e+07	8.0500704219192266e+02
22	6.887131	-2.8403195742145590e+07	4.1071230082958937e+02
23	6.803001	-2.8402986524289560e+07	2.0921785603091121e+02
24	6.812578	-2.8402892092404116e+07	9.4431885443627834e+01
25	6.813993	-2.8402849848348882e+07	4.2244055233895779e+01
26	6.819197	-2.8402829388405386e+07	2.0459943495690823e+01
27	6.812631	-2.8402818282145590e+07	1.1106259796768427e+01
28	6.819089	-2.8402812558520090e+07	5.7236254997551441e+00
29	6.803064	-2.8402810268792298e+07	2.2897277921438217e+00
30	6.860786	-2.8402809658171970e+07	6.1062032729387283e-01
31	6.784952	-2.8402809461199578e+07	1.9697239249944687e-01
32	6.843069	-2.8402809376805667e+07	8.4393911063671112e-02
33	6.879246	-2.8402809340103488e+07	3.6702178418636322e-02
34	6.922506	-2.8402809323986016e+07	1.6117472201585770e-02
35	7.031413	-2.8402809316878010e+07	7.1080066263675690e-03
36	6.938073	-2.8402809313716106e+07	3.1619034707546234e-03
37	6.966032	-2.8402809312312189e+07	1.4039166271686554e-03
38	6.971660	-2.8402809311678633e+07	6.3355639576911926e-04
39	6.906306	-2.8402809311393030e+07	2.8560310602188110e-04
40	7.005506	-2.8402809311261054e+07	1.3197585940361023e-04
41	6.977478	-2.8402809311207604e+07	5.3450465202331543e-05
42	6.963420	-2.8402809311177902e+07	2.9701739549636841e-05
43	6.927470	-2.8402809311156981e+07	2.0921230316162109e-05
44	7.043903	-2.8402809311150346e+07	6.6347420215606689e-06
45	6.922100	-2.8402809311143659e+07	6.6868960857391357e-06
46	6.984555	-2.8402809311148390e+07	-4.7311186790466309e-06
47	6.962396	-2.8402809311140247e+07	8.1434845924377441e-06
48	6.905899	-2.8402809311137434e+07	2.8125941753387451e-06
49	6.946691	-2.8402809311150815e+07	-1.3381242752075195e-05
50	6.984727	-2.8402809311148006e+07	2.8088688850402832e-06
51	6.822275	-2.8402809311137117e+07	1.0889023542404175e-05
52	6.910350	-2.8402809311134897e+07	2.2202730178833008e-06

Writing Q matrix to /global/home/users/deboraycb/scratch/atahualpa/analysis/ohana/maf05_3/structure/merge2_20M_allchr_snps_maf05_k3_bestmi_q.matrix
Writing F matrix to /global/home/users/deboraycb/scratch/atahualpa/analysis/ohana/maf05_3/structure/merge2_20M_allchr_snps_maf05_k3_bestmi52_f.matrix
